Frame,Time (ms),,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity 
57,635454,,19,,19.1,,18.1786,,20.76,,20.6,,22.3295,,20.8929,,22.0612,,19.5333,,21.625,,20.24,,17.75,,20.4167,,15.55,,16,,16.85,,17.84,,12.2857,,14.6333,,21.8611,,17.9857,,22.0741,,21.2245,,21.4444,,15.9,,23.8056,,15.4762,,14.6571
58,645453,,19.2,,18.4333,,18.4286,,20.8,,20.7714,,21.6477,,22.7857,,21.9592,,19.1,,20.4583,,21.66,,19.45,,20.5,,14.8,,15.625,,16.95,,17.76,,12.8286,,14.7333,,22.8333,,18.8714,,22.9074,,20.6531,,21.0741,,15.0667,,24.6944,,15.0476,,16.1429
59,655453,,19.5455,,18.8667,,17.9286,,20.2,,21.0286,,21.5795,,22.1429,,22.6122,,19.6667,,20.3333,,20.68,,18.925,,19.8333,,15.15,,15.9583,,16.675,,16.88,,14.0286,,14.1,,23.1111,,18.0286,,22.463,,20.9796,,21.2407,,15.4667,,25.2222,,16.1429,,14.4857
60,665453,,19.6545,,17.6333,,18.4643,,20.12,,21,,21.4545,,22.4643,,21.8367,,18.9667,,21.9167,,21.48,,17.575,,20.3333,,15.1,,17.5417,,16.875,,18.08,,12.7714,,14.6333,,22.0833,,18.0857,,23.2593,,20.9184,,20.8148,,14.8667,,24.6111,,15.4762,,15.5143
61,675452,,18.3636,,17.5,,18.7679,,19.8,,21.7429,,21.5682,,23.0357,,21.5102,,19.1333,,19.75,,20.84,,18.625,,21,,15.5,,16.1667,,17.425,,17.48,,13.2286,,13.8667,,23.2778,,19,,22.6296,,21.1224,,21.2407,,15.3667,,24.6667,,15.7619,,15.7714
62,685452,,19.1818,,17.6333,,17.875,,20.04,,21.3714,,22,,22.4643,,23.1633,,19.7,,20.5417,,20.72,,18.7,,20.25,,14.3,,16.2917,,17.275,,18.12,,12.6857,,14.4667,,22.5556,,19.0429,,22.3704,,21.4286,,21.7778,,15.2667,,23.9167,,15.1429,,15.6857
63,695454,,18.9091,,18.7,,18.6071,,20.64,,21.4286,,21.7159,,21.2143,,22.1633,,19.4667,,21.1667,,20.94,,18.075,,21.125,,15.65,,16.625,,17.325,,17.68,,13.0857,,13.4333,,22.9167,,18.6857,,22.963,,21.1837,,22.0741,,16.2,,25.0556,,15.2381,,15.5143
64,705451,,18.4,,17.6667,,18.2143,,20.44,,21.6,,22.4318,,22.9643,,23.6735,,20.2333,,21.0833,,20.7,,18.925,,22.0833,,15.15,,16.875,,17.475,,17.92,,13.3143,,13.9,,23.1667,,18.6429,,23.3704,,19.4898,,21.8333,,16.0333,,23.8611,,16.7143,,15.4
65,715451,,18.1636,,18.0667,,18.4643,,20.32,,21.4857,,21.4545,,22.6071,,21.8571,,19.6333,,20.2917,,21.52,,18.25,,21.0833,,15.7,,16.625,,17.675,,16.16,,13.1429,,14.1,,22.3056,,19.1,,22.0185,,20.7551,,20.8889,,15.3667,,24.8333,,15.7619,,14.7143
66,749672,,18.7455,,18.4333,,19.3393,,19.4,,21.7429,,21.8636,,22,,22.7959,,18.4,,20.9167,,20.74,,19.175,,19.2083,,15.05,,16.0833,,17.15,,16.4,,12.8,,15.2333,,22.2778,,19.5,,22.9444,,20.5714,,21.1667,,16,,24.4444,,15.8095,,15.6571
