Frame,Time (ms),,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity 
35,386090,,10.3833,,17.8542,,15.0333,,16.8214,,18.6857,,21.3667,,20.963,,18.7321,,16.4722,,18.5938,,16.6905,,16.0833,,19.1,,17.725,,13.1875,,14.9792,,7.9714,,11.7901,,12.2857,,12.5417,,17.3281,,17.2593,,13.5694,,12.0952,,10.0635,,12.0469,,11.9444,,12.4464
36,396091,,10.4,,18.125,,15.5,,16.1071,,18.4,,21.4,,21.463,,18.625,,16.1528,,18.0156,,16.5,,16.75,,20.225,,17.975,,13.4583,,14.2083,,7.8286,,11.2593,,12.4143,,11.5833,,17.6875,,17.5741,,13.7639,,12.881,,9.8571,,12.5,,11.4444,,13.0179
37,406089,,10.65,,17.3958,,15.0333,,15.8929,,19.2,,20.9333,,20.8704,,18.8571,,17.4861,,18.6406,,16.7381,,15.5,,20.625,,17.825,,13.4792,,13.7708,,8,,11.7778,,11.9143,,11.625,,17.4531,,17.9259,,14.5694,,12.0238,,9.6667,,12.4844,,12.4583,,13.2857
38,416089,,10.8,,17.9375,,14.7667,,15.8571,,17.7714,,21.7667,,20.537,,18.125,,16.1389,,18.0781,,15.9286,,15.7917,,19.55,,17.175,,13.1667,,14.2292,,8.1429,,11.7037,,12.5,,11.1042,,17.5781,,17.5741,,14.2222,,12.7381,,9.8413,,12.5,,12.125,,13.0179
39,426089,,11.05,,18.3542,,14.8667,,15.9643,,19,,21.5667,,20.7593,,18.2679,,16.5278,,18.5156,,16.0476,,16.5,,19.95,,16.875,,13.4583,,14.6458,,6.9143,,11.9259,,12.9429,,11.3958,,17.8281,,17.8704,,13.3472,,12.2619,,9.7778,,11.5781,,12.1667,,12.6429
40,436088,,10.2667,,18.1042,,15.5667,,15.3929,,18.5429,,21,,21.1111,,18.9821,,16.4583,,18.7031,,17.2619,,18.125,,19.625,,18.525,,12.8333,,15.3125,,7.6,,11.9506,,12.4571,,11.625,,16.8281,,17.8333,,14.0833,,13.0952,,10.5714,,12.4688,,12.5278,,13.25
41,485952,,9.8167,,18.0208,,16.2667,,15.2143,,19.3143,,22.6667,,20.2778,,19.6786,,17.7222,,17.9219,,16.0714,,16.0833,,20,,17.825,,12.7917,,14.125,,8.0286,,11.7284,,11.3857,,11.8542,,17.8906,,17.1852,,14.3194,,11.9762,,10.8254,,11.75,,11.7778,,12.9107
42,495946,,10.3167,,17.9375,,14.7,,15.4286,,18.2286,,22.7,,20.7037,,18.5893,,16.7083,,18.9219,,16.7143,,16.5,,20.6,,18.225,,12.5417,,14.6667,,7.3714,,11.642,,11.5143,,11.4792,,17.0625,,18.0556,,13.6944,,12.5238,,10.3333,,12.4531,,12.0833,,12.2143
43,505947,,10.6,,18.0417,,14.8333,,15.25,,18.4571,,20.6333,,19.9074,,18.4821,,16.2361,,17.8125,,17.1905,,15.6667,,19.3,,17.85,,12.8333,,14.2708,,6.7429,,11.4198,,12.4286,,12.0417,,16.6094,,17.2222,,13.8056,,12.5238,,9.5238,,12.4844,,11.6806,,12.8929
44,515945,,11.7667,,18.0417,,14.9,,16.3571,,19,,21.8333,,20.6667,,18.2857,,17.3611,,18.4531,,16.8095,,16.4167,,19.15,,17.45,,13.1875,,14.4375,,7.8857,,11.1235,,12,,12.5208,,16.5,,17.7222,,13.6806,,12.8095,,10.0952,,11.8594,,11.9028,,12.9464
45,525945,,10.5333,,18.5208,,14.8333,,15.9643,,18.3143,,21.6667,,20.7778,,19.3393,,16.1389,,18.5313,,17.1429,,16.4583,,20.425,,17.825,,13.9375,,14.1458,,7.2286,,11.8765,,12.3143,,11.8958,,16.7969,,18.5185,,13.9306,,12.3571,,10.3016,,12.25,,11.875,,12.5
46,535945,,10.5167,,18.3333,,15.1333,,15.6071,,19.3714,,21.7667,,22.2407,,18.7857,,17.7639,,18.0469,,16.2143,,17.1667,,20.775,,18.2,,12.4167,,14.2917,,7.9143,,12.0741,,11.8,,11.9792,,17.2969,,17.8333,,14.0556,,11.9286,,9.9683,,12.3594,,11.4583,,12.75
47,545945,,9.5667,,17.6458,,15.8333,,15.6786,,18.3714,,21.3333,,21.3333,,18.1786,,16.3472,,18.4219,,16.2857,,15.7083,,20,,18.1,,12.8125,,14.7083,,7.7714,,12,,12.3,,11.8125,,16.9688,,18.2778,,14.7083,,11.9762,,10.4444,,12.2344,,10.9861,,12.6786
48,555944,,10.4333,,17.6458,,15.6667,,15.3929,,17.6286,,22.7,,20.7593,,18.9821,,16.9583,,18.6719,,16.9048,,17.6667,,19.375,,17.975,,12.875,,14.9375,,6.9714,,11.8395,,12.1143,,11.625,,16.9219,,17.9444,,14.2639,,12.1905,,10.2222,,12.7813,,12.3056,,12.1071
49,565944,,10.9333,,18.4167,,15.2667,,16.2143,,18.0286,,21.1333,,20.1111,,19.2679,,16.5833,,18.8125,,16.1667,,17.2083,,20.3,,18.8,,13.2083,,14.9583,,8,,11.1235,,12.2,,12.4375,,17.2188,,17.7593,,14.3333,,12.5476,,10.2222,,12.0938,,12.0972,,12.5714
50,575943,,10.65,,16.8333,,15.1,,15.6786,,19,,22.2667,,20.4815,,18.6071,,16.7917,,17.9063,,16.381,,15.5833,,19.825,,18.85,,12.75,,14.5417,,8.0571,,11.3704,,11.5571,,12.5417,,16.6563,,17.7593,,13.75,,11.4524,,9.9683,,11.8438,,12.0694,,12.4464
51,585943,,10.6,,18.0417,,14.6333,,16.3214,,19.2857,,20.5,,20.7778,,19.2143,,17.2083,,19.2969,,17.6905,,16.2917,,20.625,,17.925,,13.0417,,14.6875,,8.6,,12.1235,,12.4143,,12.0208,,18.1719,,17.3704,,13.9722,,12.2619,,9.6825,,12.2656,,11.25,,12.5714
52,595943,,10.55,,18.375,,14.3667,,15.2857,,17.9714,,20.4333,,21.2222,,18.9286,,16.5,,18.375,,15.9762,,16.4167,,19.475,,17.475,,13.5417,,13.9583,,7.4,,11.3086,,12.3857,,11.9792,,17.0469,,17.537,,13.8889,,11.9286,,9.9048,,12.1094,,12.4444,,13.0179
53,605943,,10.7667,,17.0417,,14.1667,,15.8571,,18.6286,,21.5667,,20.9815,,19.2679,,16.2778,,18.0156,,16.4524,,16.0833,,20.15,,17.15,,12.5625,,14.1458,,8.2857,,11.8025,,12.0714,,12.1667,,17.1719,,16.963,,13.5833,,12.1429,,9.9683,,12.8438,,12.4583,,12.125
54,615942,,10.8333,,17.3958,,14.9667,,15.3214,,18.6286,,21.1,,21.1667,,18.9821,,16.4444,,18.0781,,16.9286,,16.0417,,19.8,,18.275,,13.4583,,14.125,,7.9429,,11.963,,12.0857,,11.4792,,17.8281,,18.6852,,14.7917,,12.9762,,10.2698,,12.5469,,12.2083,,13.4821
55,625942,,10.8667,,17.6042,,14.3333,,15.5357,,18.1714,,22.9667,,20.1667,,18.4464,,16.9167,,18.3594,,16.881,,17.375,,18.975,,17.8,,13.5,,14.9792,,8.6857,,12.0741,,12.4571,,12.2708,,17.2344,,17.8889,,14.0694,,12.9524,,10.381,,12.7188,,12.3472,,12.625
56,635942,,10.5333,,17.6042,,15.3,,16.0357,,18.1429,,21.6333,,20.4074,,18.3929,,16.5278,,18.3125,,16.3095,,16.25,,18.825,,18.375,,12.8958,,14.4583,,7.5429,,11.5802,,11.7714,,11.8125,,17.7656,,17.9815,,13.9306,,13.2381,,9.7778,,11.5938,,11.9583,,12.75
57,645941,,10.15,,18.1458,,14.9,,16.25,,17.4571,,22,,20.537,,18.4821,,16.9444,,17.9219,,17.0714,,16.5,,19.45,,17.95,,13.3958,,13.9792,,7.4,,12.1358,,12.0429,,11.375,,17.0469,,18.1481,,13.7222,,11.9524,,9.8889,,11.8438,,12.0972,,12.5714
58,655941,,10.4833,,18.4167,,14.7667,,15.0357,,17.7143,,21.6,,20.3519,,19.1071,,17.3056,,18.2344,,17.2857,,16.6667,,19.8,,17.4,,13,,14.4167,,8.3429,,11.9383,,12.1143,,11,,16.7813,,18.4259,,14.4861,,12.4524,,10.5238,,12.0938,,12.1944,,12.5
59,665941,,10.7,,17.6875,,14.5,,15.7857,,18.5143,,20.8,,21.1481,,18.2321,,16.5278,,18.5938,,16.6429,,15.3333,,19.85,,17.05,,13.9583,,14.9583,,7.8571,,11.4938,,12.7143,,12.125,,16.5938,,17.0741,,13.0833,,12.9048,,10.2063,,11.8125,,12.2778,,13.1786
60,675941,,10.1333,,17.8542,,15.8,,15.7857,,18.1714,,21.1333,,20.3148,,18.7321,,16.3194,,17.3281,,16.381,,15.125,,20.325,,17.075,,12.625,,13.9792,,7.9714,,11.9012,,12.2286,,11.5417,,16.9531,,18.0185,,14.4583,,12.8095,,10.1111,,11.6875,,11.4722,,12.4107
61,685940,,10.35,,17.4583,,15.4,,15.5,,17.8571,,21.5,,20.1296,,18.6607,,16.4583,,18.2344,,17.1667,,16.4167,,19.75,,18.25,,13.3333,,14.6042,,7.6286,,11.8519,,12.8571,,11.3125,,17,,18.0185,,13.9861,,13.2381,,10.1746,,12.8438,,11.9722,,12.75
62,695940,,10.2833,,17.7708,,15.8333,,15.5,,17.8286,,21.8333,,21.2778,,18.4643,,16.6806,,18,,16.2143,,15.5833,,19.35,,18.5,,11.875,,14.0208,,8.2,,11.9753,,12.1143,,12.125,,17.0781,,17.6481,,12.9861,,12.4048,,10.0794,,12.2969,,12.3333,,12.4286
63,705940,,10.45,,16.75,,15.8,,16.3571,,17.2571,,22.2667,,20.4815,,17.9286,,16.4861,,17.4219,,16.5238,,14.875,,19.8,,17.825,,13.5208,,14.7083,,7.3429,,11.8395,,12.7857,,11.9375,,17.2188,,17.5556,,14.3194,,12.6667,,9.746,,12.5156,,11.9722,,12.8571
64,715939,,10.5167,,18.1042,,15.3667,,16.75,,18.5714,,22.6333,,20.2778,,19.5536,,16.9444,,17.4063,,16.0476,,16.25,,20.275,,18.175,,13.375,,15.0833,,7.8857,,11.6543,,12.4286,,11.4375,,17.0313,,17.7037,,13.9167,,12.0714,,10.1429,,12.6094,,11.9306,,12.6786
65,725939,,10.2667,,18.1875,,14.9333,,16,,18.8286,,21.5333,,21.3519,,18.6429,,16.5,,18.5,,17.5952,,16.2083,,19.475,,17.85,,13.0625,,15.1875,,7.4571,,11.8148,,12.1571,,11.8958,,17.7188,,18.5556,,14.3333,,12.6667,,10.3016,,11.8281,,11.75,,13.4464
66,779708,,10.9667,,17.1458,,14.0667,,16.2857,,18.0571,,22.6,,20.2963,,18.25,,16.9583,,17.375,,16.3333,,15.375,,18.775,,18.35,,12.3542,,13.6875,,7.8286,,11.8025,,12.0429,,11.8542,,16.9375,,18.2037,,13.9028,,12.4048,,9.7937,,12.0938,,11.9583,,12.7143
67,789704,,10.25,,17.6042,,13.6,,15.5357,,18.2286,,21.1333,,20.3889,,18.6607,,16.5556,,17.9219,,16.6667,,15.0417,,20.025,,17.7,,12.3958,,14.8125,,8.0857,,11.6173,,12.1429,,11.7292,,17.5156,,17.6667,,13.7778,,12.2143,,10.2222,,11.5625,,11.8194,,11.9107
68,799702,,11.3333,,17.5208,,15.4,,15.75,,17.3429,,20.4333,,20.1296,,19.0179,,16.625,,18.4219,,17.381,,16.6667,,20.975,,18.325,,13.4792,,14.2292,,7.4571,,11.5556,,12.2286,,11.1875,,16.8594,,17.6481,,13.6806,,12.7381,,10.3175,,12.2813,,12.0278,,13.3393
69,809702,,11.2167,,18.5,,15.2,,15.8929,,18.6,,22.4333,,20.9074,,18.4464,,15.7361,,18.5625,,17.1905,,15.9167,,20.025,,18.425,,12.7708,,14.4167,,7.8,,11.8025,,12.5143,,12,,17.0781,,17.8333,,14.125,,12.619,,10.1587,,11.7969,,11.6528,,12.8036
70,819702,,11.1,,17.4583,,15.5667,,16.75,,17.8,,21.1,,20.6667,,18.6429,,16.5833,,17.7969,,16.6429,,16.2083,,19.625,,17.2,,13.25,,13.5625,,8.1429,,11.5309,,12.2571,,11.2917,,17.2188,,17.7778,,13.8889,,12.4048,,10.3492,,11.9688,,11.3472,,12.1429
