Frame,Time (ms),,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity 
34,377076,,17.2096,,13.2825,,13.0913,,15.8558,,12.8652,,15.836,,14.7001,,15.1444,,15.3758,,12.9702,,14.6322,,19.2954,,18.797,,17.722,,16.6219,,18.7467,,19.389,,19.5885,,16.5762,,18.2844,,18.2247,,14.5397,,13.2857,,18.8902,,18.9712,,16.7827,,15.8533,,18.3384
35,387075,,16.2307,,13.805,,14.3776,,14.9562,,12.7023,,16.0807,,15.4759,,15.85,,17.3277,,23.5966,,15.8841,,11.182,,15.5717,,18.4384,,20.0759,,23.54,,21.3163,,23.1766,,23.2616,,18.7746,,16.998,,16.8507,,14.3756,,19.0539,,14.428,,15.7447,,14.7687,,18.3213
36,397075,,20.2424,,13.2411,,11.2402,,12.5291,,13.0284,,18.5487,,15.4226,,15.2284,,19.5533,,16.4171,,20.6539,,10.8979,,14.8745,,20.2342,,20.3676,,18.2455,,19.6403,,17.5084,,17.6316,,17.0346,,16.6814,,18.3828,,15.186,,14.9469,,19.5437,,15.3865,,14.5781,,17.6605
37,407075,,16.9858,,12.7926,,11.8278,,14.5242,,13.978,,15.6854,,14.6988,,19.1335,,18.8633,,14.4221,,15.9076,,13.15,,14.5478,,20.9711,,21.7083,,20.6282,,23.259,,17.076,,18.2074,,15.8555,,16.7864,,17.3747,,17.0398,,15.9049,,18.0244,,12.817,,15.6208,,18.5075
38,417075,,14.6241,,12.4998,,13.4546,,16.0362,,12.0339,,15.1618,,16.1296,,15.9612,,16.5655,,15.1018,,17.9065,,11.2359,,16.0318,,19.0854,,14.5212,,25.9187,,19.7158,,18.9265,,18.6524,,17.3044,,16.6131,,16.1231,,14.4731,,16.0594,,17.6335,,13.074,,18.4446,,19.2593
39,427074,,18.8242,,12.6592,,12.9476,,14.7222,,12.6088,,15.502,,15.4229,,14.7955,,15.8325,,16.3253,,18.5231,,21.1566,,16.1949,,19.0709,,20.1326,,15.7267,,21.665,,19.8638,,16.745,,16.2942,,16.07,,17.502,,15.8134,,14.4845,,21.8046,,16.6229,,13.8482,,15.4292
40,437074,,19.9317,,12.8801,,12.5859,,13.9881,,12.1575,,17.5059,,13.9116,,20.5062,,16.8314,,13.6566,,18.1352,,12.3114,,15.1482,,15.6002,,25.2485,,23.0683,,27.8891,,20.29,,24.5864,,18.8855,,16.8087,,20.4915,,15.6097,,16.6503,,17.0027,,14.2528,,13.2613,,21.8921
41,486938,,25.3167,,17.2716,,16.1581,,17.1313,,19.4043,,22.3617,,19.3656,,26.0882,,35.651,,31.9393,,31.0782,,33.733,,22.7533,,22.9969,,26.0685,,32.8999,,20.212,,39.3295,,34.0634,,29.8421,,23.6561,,22.0902,,18.8672,,32.1296,,27.9413,,28.9177,,28.2315,,31.8781
42,496932,,22.3372,,18.6371,,12.8334,,14.525,,15.1405,,18.5624,,17.4464,,20.8125,,29.4608,,21.7927,,21.2768,,24.5541,,17.0012,,16.8609,,24.972,,19.1132,,22.5148,,31.2336,,25.931,,20.9057,,16.9535,,16.2694,,15.1614,,26.1488,,28.6284,,25.1259,,19.8653,,18.4292
43,506931,,26.166,,16.608,,19.11,,16.8614,,15.3201,,19.0076,,19.0836,,18.9909,,32.0311,,23.6358,,25.3324,,26.9149,,22.9068,,17.3988,,26.0095,,21.8956,,30.1925,,38.6878,,26.0128,,21.5668,,24.4268,,21.0213,,20.4759,,33.0258,,27.8434,,28.7804,,24.5427,,22.0043
