Frame,Time (ms),,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity 
61,676266,,0.7026,,0.6736,,1.0574,,0.9249,,0.6769,,1.0131,,0.7378,,0.7876,,0.7873,,0.6796,,0.6194,,0.5974,,0.8202,,0.7899,,0.7864,,0.5742,,0.7368,,1.0629,,0.7908,,0.8624,,0.65,,0.8834,,0.7007,,0.7446,,1.0453,,1.1117,,0.5484,,0.7415
62,686267,,0.7124,,0.6689,,1.374,,0.9899,,0.6891,,1.0081,,0.7164,,0.7707,,0.7996,,0.6779,,0.6102,,0.5736,,0.6701,,0.7891,,0.7625,,0.5655,,0.7275,,1.0045,,0.876,,0.8871,,0.6491,,0.8869,,0.948,,0.7822,,1.0581,,0.819,,0.5403,,0.7418
63,696269,,0.7117,,0.6693,,1.1783,,0.9404,,0.6956,,0.9977,,0.7321,,0.7461,,0.7952,,0.6617,,0.6012,,0.5733,,0.6113,,0.7672,,0.7561,,0.5602,,0.7343,,1,,0.8853,,0.8882,,0.6543,,0.8819,,0.7303,,0.725,,1.0334,,1.1231,,0.5636,,0.7668
64,706266,,0.7073,,0.6501,,1.0347,,0.9569,,0.6974,,0.9774,,0.7316,,0.7169,,0.788,,0.6489,,0.6003,,0.5796,,0.5921,,0.7567,,0.8305,,0.5704,,0.7277,,1.0094,,0.8037,,0.8534,,0.653,,0.898,,0.6595,,0.7456,,1.03,,0.9242,,0.5441,,0.7384
65,716264,,0.7135,,0.6576,,1.2256,,0.9944,,0.7101,,0.9981,,0.7152,,0.7198,,0.7958,,0.6134,,0.5994,,0.5819,,0.5904,,0.7462,,0.7609,,0.5649,,0.7492,,0.9716,,0.8535,,0.8649,,0.6544,,0.8902,,0.6613,,0.7369,,1.0438,,1.0719,,0.5652,,0.7457
66,750487,,0.701,,0.6699,,0.9875,,0.9158,,0.6806,,0.9626,,0.716,,0.7264,,0.8153,,0.5995,,0.5945,,0.5756,,0.5744,,0.7795,,0.622,,0.5546,,0.7055,,0.8481,,0.6184,,0.9225,,0.6462,,0.8871,,0.6957,,0.6714,,0.9606,,1.0671,,0.5555,,0.776
67,760482,,0.7068,,0.6674,,0.9933,,0.9023,,0.676,,0.9462,,0.7269,,0.7037,,0.7922,,0.5893,,0.5815,,0.5845,,0.5982,,0.7845,,0.6152,,0.5479,,0.7235,,0.834,,0.6374,,0.8836,,0.6548,,0.8807,,0.693,,0.7085,,0.9493,,1.0791,,0.5655,,0.7544
68,770482,,0.694,,0.6483,,0.9636,,0.8964,,0.6694,,0.944,,0.7088,,0.693,,0.7689,,0.5807,,0.5912,,0.5687,,0.5947,,0.7964,,0.6101,,0.5483,,0.7019,,0.8438,,0.6569,,0.8844,,0.6491,,0.9006,,0.7118,,0.7117,,0.9421,,1.0736,,0.5756,,0.7608
69,780483,,0.7031,,0.658,,0.951,,0.8889,,0.6778,,0.9313,,0.7161,,0.6871,,0.7712,,0.5878,,0.581,,0.5801,,0.5938,,0.7755,,0.6141,,0.5506,,0.7021,,0.8043,,0.6935,,0.8492,,0.6449,,0.882,,0.7141,,0.6658,,0.9365,,1.1248,,0.5479,,0.7606
70,790482,,0.7063,,0.6487,,0.934,,0.9461,,0.6786,,0.8921,,0.7132,,0.6855,,0.7475,,0.5997,,0.5931,,0.5782,,0.5833,,0.7497,,0.6042,,0.5509,,0.6651,,0.7938,,0.6818,,0.8525,,0.6501,,0.8886,,0.6972,,0.648,,0.9521,,1.0512,,0.5478,,0.7336
