Frame,Time (ms),,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity 
29,353019,,12.7572,,12.0908,,14.8237,,11.0302,,11.2302,,11.3733,,11.5676,,13.7917,,11.6937,,10.8895,,10.7437,,14.878,,9.9465,,11.058,,13.2711,,11.1332,,12.4875,,11.7106,,11.6622,,13.261,,13.7,,12.2061,,14.0892,,11.1374,,15.5533,,11.8277,,12.0399,,12.6452
30,363019,,12.1888,,11.2979,,13.5054,,10.9808,,11.3609,,11.8769,,10.5103,,13.5331,,11.6199,,10.8542,,10.9346,,14.8267,,10.2398,,12.3225,,12.5942,,11.0101,,12.9044,,11.9485,,11.8451,,12.3303,,13.7519,,11.9006,,14.3977,,11.7834,,13.8626,,11.166,,11.8584,,13.3462
31,373020,,12.6974,,11.5544,,12.3916,,10.4626,,11.3621,,12.947,,11.3262,,12.6972,,11.3433,,10.7914,,10.9355,,15.554,,9.8693,,11.3164,,12.4434,,10.8878,,12.6318,,12.6937,,11.4671,,13.1251,,13.8988,,13.3653,,13.4846,,11.467,,14.1226,,11.4139,,11.765,,14.6467
32,383019,,13.5178,,13.4236,,12.9354,,10.8458,,10.8955,,11.5332,,12.5544,,13.1318,,11.4199,,11.0219,,11.071,,15.1748,,10.0503,,12.1795,,12.239,,10.6998,,12.3353,,12.4459,,11.2653,,12.2264,,13.735,,11.9892,,13.2798,,11.8218,,14.6405,,12.2971,,11.6283,,12.883
33,393018,,13.4037,,12.0772,,13.1251,,10.2207,,11.5433,,12.3777,,11.044,,12.0025,,11.2472,,11.3659,,10.5582,,15.6918,,10.1484,,11.848,,11.3695,,10.7732,,12.5318,,12.3808,,12.0994,,12.9265,,15.6713,,12.5389,,14.8053,,10.8083,,14.3146,,12.311,,12.1265,,13.1795
34,403018,,12.3547,,13.6726,,12.7758,,11.1432,,11.4082,,12.0279,,11.9723,,12.2825,,11.8834,,10.9759,,10.7033,,14.7335,,10.1937,,11.7651,,11.3911,,11.2812,,12.6536,,11.6977,,11.7751,,12.6689,,14.4253,,14.1415,,13.3922,,11.351,,14.4332,,11.4833,,11.3977,,14.6676
35,413018,,12.63,,12.0772,,13.2725,,10.6277,,11.2595,,12.5879,,11.3559,,12.4748,,11.6539,,10.2971,,11.0744,,14.2127,,9.3314,,11.872,,12.9199,,10.9382,,12.4317,,11.667,,12.2155,,12.64,,14.1425,,13.0546,,16.0815,,10.9887,,14.1419,,12.3857,,11.3665,,13.1445
36,423017,,12.1733,,11.4786,,13.8563,,10.734,,12.1035,,13.0905,,11.8049,,13.2036,,11.8929,,10.645,,10.8162,,15.9378,,10.0848,,12.1951,,11.784,,10.9155,,12.9076,,11.7621,,11.3416,,12.1891,,14.0038,,13.9384,,13.9556,,11.3731,,14.0204,,12.3993,,11.3669,,15.5024
37,471643,,31.2945,,23.5033,,27.5896,,21.0918,,33.5668,,31.1597,,42.1497,,30.4187,,30.2306,,32.0506,,38.3146,,26.3735,,37.8875,,26.499,,21.4275,,37.0394,,31.5718,,32.315,,18.3995,,38.1852,,34.8117,,34.5577,,34.046,,31.4104,,27.6013,,21.8525,,19.3165,,34.0596
38,481625,,23.8993,,26.3706,,30.498,,15.667,,31.9782,,22.5682,,28.4134,,25.433,,18.2945,,22.1236,,22.2031,,34.952,,28.7568,,18.2145,,22.1451,,34.646,,23.0474,,24.5265,,19.2588,,24.2428,,25.5319,,22.2944,,28.9691,,22.9843,,22.5351,,16.7087,,17.957,,33.6628
