Frame,Time (ms),,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity 
36,433812,,35.8,,31.1667,,31.5714,,36.1429,,40.7333,,40.75,,34.75,,21.8889,,26.5,,33.1429,,40.7347,,28.5,,25.5,,31.7347,,17.3429,,14.619,,16.875,,25.0536,,21,,38,,40.25,,42.3333,,33.9875,,36.7347,,42.0227,,45.1667,,45.8889,,37.3492
37,457491,,34.4333,,31.9,,31.5143,,35.9762,,41.2667,,40.4688,,34.8056,,21.3889,,26.1667,,32.9524,,42.102,,28.9286,,25.8095,,31.1224,,18.3429,,15.8095,,16.3125,,25.4821,,20.4792,,36.3333,,42.5714,,43.7143,,34.1375,,37.1837,,41.9659,,46.1528,,45.1333,,37.3651
38,469516,,35.3,,31.3667,,31.4,,36.3095,,41.5667,,40.2969,,33.8611,,20.5278,,25.5667,,33.8095,,40.7551,,28.9048,,24.6905,,31.8163,,18.0857,,15.0476,,16.2292,,24.7321,,20.625,,36.375,,42.2857,,45.1905,,34,,36.2449,,41.3977,,45.6944,,46.1111,,38
39,486221,,34.7333,,30.8333,,32.2,,36.619,,40.8,,40.8594,,34.7222,,22.1667,,25.4,,33.881,,42.0816,,29.2381,,25.3333,,31.5918,,18.5429,,15.1905,,16.9167,,25.25,,20.9375,,36,,43,,42.1905,,34.5125,,36.6327,,41.9205,,46.25,,44.9778,,38.254
40,500838,,34.8333,,31.4333,,30.8857,,36.1667,,41.0667,,40.7969,,33.4722,,21.75,,25.6333,,33.0238,,40.6735,,29.119,,25.4524,,30.8367,,17.6857,,15.119,,16.6458,,25.25,,20.25,,37.0417,,42.8571,,43.5238,,33.7875,,36.1633,,41.7727,,45.9722,,44.4889,,37.3492
41,510824,,34.7667,,30.9667,,31.5429,,36.6905,,40.9667,,41.0938,,34.9722,,21.2778,,24.9333,,33.9048,,41.3673,,28.6667,,25.3333,,30.3061,,18.7429,,14.8571,,15.2083,,24.7679,,20.7917,,36.25,,41.7857,,43,,33.7625,,35.4694,,41.4318,,46.0278,,45,,37.6032
42,520824,,34.9667,,29.7333,,31.7143,,36.8095,,42.3333,,40,,34.9722,,22.4722,,25.5,,33.5714,,40.2449,,29.0476,,25.4048,,30.1224,,17.9429,,16.1429,,15.4375,,25.0179,,20.4792,,36.1667,,40.9643,,44.8571,,33.875,,37.0816,,41.5114,,45.5417,,46.1556,,37.0476
43,530824,,34.8,,31.1333,,31.7143,,35.619,,41.8667,,41.0625,,34.25,,20.8889,,25.8333,,34.4048,,40.5102,,28.9286,,24.9762,,32.5714,,17.9143,,14.4762,,15.5208,,25.0179,,19.9792,,36.7917,,41.25,,42.8095,,33.75,,37.8367,,41.8068,,46.0972,,44.5111,,38.0952
44,540823,,35.2667,,30.7,,31.8857,,36.3095,,41.8667,,40.2031,,34.8889,,21.9444,,25.4333,,34.0952,,41.5102,,29.5238,,25.7381,,31.6327,,17.9714,,15.6429,,16.4375,,24.125,,19.9375,,37.5,,40.6429,,43.8571,,34.4,,37.2041,,41.2614,,46.5417,,44.9111,,36.6825
45,550823,,35.5333,,31.2,,31.5714,,36.9762,,41.7,,40.9219,,34.3333,,21.8333,,26,,33.0952,,40.7755,,29.0714,,25.3571,,31.449,,17.1429,,15.4524,,15.7708,,24.5893,,19.75,,35.0833,,42.1071,,43.8095,,33.725,,37.5102,,41.4773,,46.3472,,46.4222,,36.8254
