Frame,Time (ms),,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity 
52,613946,,12.3563,,9.8102,,9.1122,,9.6703,,11.9248,,10.6351,,10.2412,,9.8772,,10.2043,,11.8054,,15.1675,,11.5886,,11.0078,,11.7883,,14.2332,,14.3078,,17.1086,,14.8063,,10.8065,,12.658,,15.082,,23.9835,,9.9515,,11.6931,,11.862,,13.519,,14.4394,,13.1345
53,623931,,12.3007,,9.7678,,9.2969,,9.5481,,11.4638,,10.5839,,10.1139,,10.3227,,10.7435,,10.261,,15.1315,,12.2337,,11.9315,,12.1779,,15.6822,,14.0968,,17.8846,,14.4088,,10.2692,,12.7949,,13.7776,,25.7655,,10.2785,,13.2994,,12.7194,,13.3842,,13.4779,,13.1473
54,633934,,12.8626,,9.6169,,9.3877,,9.7453,,11.3875,,11.0443,,11.3235,,9.9044,,10.8104,,10.1476,,14.3814,,12.2615,,11.218,,11.5943,,14.1943,,13.7703,,18.0582,,15.5942,,10.7005,,13.3689,,16.0684,,18.923,,10.2303,,12.2687,,11.7046,,13.435,,13.4688,,13.942
55,643931,,12.075,,9.5327,,9.2714,,9.3296,,10.9622,,10.6328,,11.1277,,9.6426,,10.6217,,10.5185,,15.8895,,11.5313,,11.8581,,11.5167,,13.8241,,13.971,,19.4376,,15.5269,,10.5448,,16.4177,,13.4992,,21.4359,,10.1337,,12.5888,,12.1662,,13.8477,,14.134,,14.1635
56,653929,,12.1624,,10.0494,,9.4923,,9.5275,,11.5042,,10.4147,,11.5009,,10.0765,,10.997,,10.5972,,16.2941,,11.4205,,11.0313,,11.8807,,14.7281,,15.4078,,18.207,,17.0431,,10.206,,15.014,,15.8097,,25.9319,,10.2841,,12.0156,,12.8981,,13.5439,,13.5191,,13.0049
57,663929,,12.0597,,9.7859,,9.0806,,9.609,,10.8384,,10.6278,,10.658,,10.1043,,11.489,,10.955,,14.6192,,11.262,,12.0216,,11.2541,,14.8134,,14.1256,,16.9724,,12.8437,,10.4866,,12.9819,,15.0572,,28.2768,,10.1977,,13.4823,,12.6115,,14.469,,13.5573,,12.6035
58,673930,,12.6654,,9.4254,,9.3964,,9.2674,,10.9824,,10.7466,,10.9137,,10.0332,,10.4694,,10.6795,,16.516,,10.991,,11.4853,,12.1068,,15.5244,,13.6687,,16.8502,,12.9918,,10.991,,12.8234,,14.641,,17.8462,,10.3574,,12.8303,,12.5686,,13.5495,,17.3898,,15.1094
59,683930,,11.815,,9.5569,,9.2202,,9.1077,,10.6834,,10.2503,,10.4668,,10.1203,,10.7175,,10.6704,,15.4836,,11.407,,11.9157,,11.3633,,14.0055,,15.3119,,18.1315,,16.385,,10.8122,,12.9446,,15.4005,,24.4344,,10.0772,,12.5966,,12.1081,,14.2633,,15.2095,,14.2277
60,693928,,11.4342,,9.3855,,9.4459,,9.3683,,10.5399,,10.2896,,10.1202,,9.5882,,11.1651,,11.5483,,14.2959,,11.0258,,11.4177,,11.4366,,13.4148,,16.6225,,19.8966,,14.1951,,10.5773,,12.1595,,15.3271,,24.7929,,10.1414,,13.3441,,12.1955,,13.933,,13.36,,15.1508
61,703929,,11.7438,,9.9539,,9.3855,,9.5154,,10.9866,,10.8692,,9.8467,,10.0415,,11.6471,,11.8142,,13.4711,,12.118,,11.6105,,11.5941,,14.4483,,14.6317,,16.9171,,15.3266,,10.1935,,13.0297,,14.7565,,19.6647,,10.3644,,11.995,,11.2173,,12.5615,,12.5552,,16.0807
