Frame,Time (ms),,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity 
48,551663,,53.9333,,53.2381,,45.8889,,46.8571,,37.1786,,44.5714,,37.3,,33.3571,,42.7222,,46.6667,,45.0952,,43.9583,,61.2222,,62.7381,,61.0417,,54.8333,,50.127,,42.0714,,51.5714,,55.881,,52.1429,,62.7143,,67.4898,,59.9643,,50.0238,,49.0408,,43.88,,49.0333
49,561661,,51.6667,,53.1587,,45.1481,,45.8214,,36.5357,,44.1429,,36.1667,,34.1905,,41.0556,,44.881,,48.0476,,44.4583,,60.6667,,60.4524,,60.1667,,55.0714,,47.5873,,40.8571,,51.6571,,55.5714,,51.6667,,62.881,,68.898,,59.5536,,49.2381,,48.449,,44.08,,49.1
50,571661,,53.3333,,54.5556,,46.5185,,44.3929,,37.1964,,44.9762,,36.8667,,33.7381,,43.8889,,46.2381,,46.8095,,43.5833,,61.75,,61.119,,59.9375,,55.1429,,48.3333,,41.2857,,50.2286,,56.4286,,49.3571,,60.3571,,68.1633,,58.7857,,50.1905,,47.7143,,46.8,,49.6667
51,581660,,52.9333,,52.5397,,45.3333,,46.6071,,35.9286,,44.9524,,35.0667,,33.8095,,41.8333,,45.7857,,46.3333,,44.9583,,61.0556,,61.8333,,60.1875,,54.8095,,47.8571,,41.3333,,51.5714,,54.3571,,51.5714,,62.5476,,66.3673,,58.7679,,49.119,,47.7551,,43.08,,51.8667
52,591660,,53.3,,54.4603,,45.3333,,47.8929,,36.5,,44.9048,,36,,33.4048,,42.3611,,45.1429,,47.5714,,45.5833,,61.3056,,61.5238,,60.7083,,55.0238,,47.3175,,41.9048,,50.9429,,54.5714,,52.0714,,62.0952,,68.4082,,59.7679,,51.119,,47.3265,,45.32,,51.3333
53,601660,,51.1,,55.3492,,46.037,,45.1786,,35.7321,,44.7143,,35.0333,,33.6429,,42.5278,,45.7619,,46.9524,,45.4583,,61.1389,,60.9762,,59.6458,,55.4048,,47.6667,,40.619,,50.2286,,54.1905,,51.4524,,62.4286,,67.6122,,59.875,,50.881,,48.9184,,47.04,,50.5
54,611659,,51.7333,,53.5238,,46,,46.1071,,36.6786,,44.2857,,33.7,,33.3095,,43.1667,,46.9762,,44.8571,,42.4167,,59.7778,,60.0476,,59.9167,,53.9524,,47.1746,,41.7143,,50.3143,,55.2857,,51.7381,,60.7143,,67.2041,,58.6786,,49.6429,,47.2857,,45.96,,51.0667
55,621659,,52.3333,,54.2222,,45.8519,,44.1071,,36.0357,,44.6429,,35.6667,,33.119,,42.1389,,45.0952,,45.5238,,44.7917,,60.9444,,59.619,,60.125,,55.381,,47.2857,,40.1429,,49.8286,,54.119,,49.2143,,62.0476,,66.7755,,57.75,,49.6905,,47.3469,,45.64,,50.9
56,631659,,51.7,,54.5556,,45.6296,,45,,35.7857,,45.4048,,35.2333,,33.119,,41.8333,,46.1429,,46.7619,,44.75,,60.7222,,60.881,,60.1875,,55,,48.5556,,40.9048,,49.3429,,55.4048,,48.5238,,62.5,,66.8163,,59.0357,,50.2857,,48.9796,,45.4,,49.1
57,641658,,52.7,,53.9048,,45.8519,,45.3929,,35.5536,,44.9286,,33.8667,,34.1905,,43.0833,,45.5476,,46.9048,,43.4583,,61.2778,,61.3571,,60.6875,,55.3333,,49.0952,,42.2619,,50.1714,,56.1667,,51,,63.7857,,67.8367,,59.5536,,50.8571,,47.102,,46.48,,51.1333
58,651658,,52.2667,,53.6667,,45.6296,,44.9643,,36.1071,,45.0714,,35.8667,,33.0952,,42.8611,,46.7857,,44.1429,,45.125,,61.0278,,59.9762,,60.875,,55.5476,,47.4921,,42.619,,49.8,,55.381,,50.4762,,61.5714,,67.0816,,59.1071,,50.2381,,46.898,,46.68,,49.3667
59,661658,,52.0333,,53.5238,,44.1481,,46.6429,,35.25,,43.6905,,35.6333,,33.2857,,43.1389,,46.1667,,45.9524,,44.4167,,60.3056,,60.4762,,59.6458,,55.8571,,49.1905,,41.0714,,50.2286,,54.9762,,51.2381,,62.7619,,67.6531,,59.4107,,49.619,,47.4898,,44.08,,49.1667
