Frame,Time (ms),,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity 
65,702510,,13.7091,,11.8352,,14.5136,,11.7581,,14.8527,,7.887,,10.6228,,15.1746,,11.6444,,12.3487,,13.2785,,10.3908,,13.8908,,10.4529,,12.7327,,12.2666,,11.468,,14.507,,15.5415,,13.0286,,13.6982,,14.02,,13.7354,,9.3539,,14.0949,,15.2773,,11.2563,,11.3573
66,712510,,14.4886,,12.5336,,14.1933,,11.8762,,14.3812,,7.8607,,10.1479,,14.7342,,12.2891,,12.0871,,12.426,,10.3508,,14.1704,,9.9656,,12.8697,,12.3856,,14.0542,,15.7322,,14.9354,,13.3988,,13.9027,,14.8351,,13.749,,9.7189,,13.5233,,14.9032,,10.6527,,11.731
67,722510,,14.9453,,11.8972,,14.5456,,11.1321,,14.1489,,8.385,,10.6824,,12.3217,,11.6293,,12.5069,,12.3055,,10.3376,,13.2529,,9.6697,,12.8827,,11.8506,,12.3336,,15.9312,,13.9387,,12.3946,,14.737,,15.7177,,14.2754,,9.8154,,13.7413,,15.0806,,10.898,,12.2047
68,732509,,14.3123,,12.3666,,13.1567,,11.9715,,14.933,,7.638,,10.549,,13.0222,,11.7682,,12.1541,,12.0965,,10.2407,,13.7261,,9.6395,,13.5095,,12.2051,,12.3582,,13.4484,,14.1356,,11.851,,13.529,,14.8755,,14.8119,,9.3421,,13.5753,,15.5698,,11.497,,11.7996
69,742509,,12.9205,,11.5317,,13.7394,,11.5483,,15.4063,,7.7867,,10.3893,,13.3653,,12.6999,,12.5398,,12.1311,,10.9052,,13.1396,,9.9086,,13.3387,,11.8219,,13.0456,,14.3883,,13.6206,,12.1947,,14.1525,,14.8342,,14.3992,,9.3264,,14.2312,,15.6366,,11.0238,,11.5004
70,752509,,13.2818,,13.0615,,14.531,,12.0804,,15.461,,7.8926,,10.557,,13.3318,,12.5943,,12.2712,,11.8149,,10.8623,,12.9368,,9.8914,,12.9991,,11.9637,,12.6359,,14.1245,,14.2961,,12.7791,,13.7835,,14.0786,,14.1052,,9.3253,,13.8982,,14.8963,,11.1785,,11.6439
71,762508,,15.0262,,12.7541,,12.6495,,12.0232,,13.9707,,8.0633,,10.8683,,12.8843,,12.2023,,12.3255,,11.9983,,10.7888,,13.1474,,9.6954,,13.3159,,11.52,,12.588,,14.4675,,13.9211,,12.8168,,14.5061,,16.4259,,14.6594,,9.6335,,13.6564,,14.6602,,10.7062,,11.7668
72,772508,,15.0032,,13.1619,,13.1373,,11.3656,,15.1167,,7.9072,,10.3038,,13.0888,,12.3755,,12.3265,,12.2384,,10.5716,,13.3329,,9.8282,,12.7588,,11.7863,,12.6606,,14.8018,,14.3581,,12.858,,12.9292,,15.4614,,13.8487,,9.5342,,14.6395,,15.9456,,10.6009,,11.1779
73,782507,,14.7401,,12.8189,,14.0656,,11.7789,,16.0632,,8.6284,,11.6621,,12.5258,,12.4563,,12.7713,,12.1367,,10.9131,,13.1952,,10.2619,,13.1012,,12.6736,,11.8124,,14.028,,15.4095,,14.695,,14.8099,,15.3883,,13.4563,,9.8253,,14.3885,,14.7844,,11.4924,,11.2205
74,792507,,14.0403,,12.9918,,14.41,,12.1227,,14.9967,,7.982,,10.4488,,12.9534,,11.3791,,12.7991,,11.7911,,10.5306,,12.9628,,9.9299,,13.111,,12.1834,,12.371,,14.3782,,14.5507,,12.6533,,14.2586,,16.2634,,13.2239,,9.1172,,15.4316,,16.287,,11.7422,,12.1305
