Frame,Time (ms),,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity 
17,190863,,12.1809,,13.256,,25.6336,,18.4272,,12.6122,,24.7182,,14.9957,,22.8152,,23.7942,,24.1563,,17.4645,,19.7084,,23.8167,,23.8987,,18.2725,,15.5589,,13.568,,26.074,,27.343,,17.1105,,20.1419,,26.6594,,27.0063,,19.9064,,21.91,,14.6417,,21.2701,,27.4075
18,200876,,12.4466,,15.4579,,25.0501,,24.1294,,12.3379,,24.1897,,19.3893,,15.716,,29.6973,,26.6098,,16.089,,16.9128,,22.3269,,25.7221,,20.4331,,19.9315,,17.7195,,20.2604,,21.511,,12.6381,,21.4922,,30.8762,,23.8874,,19.8856,,20.774,,17.8798,,28.1284,,27.1741
19,210888,,10.9159,,13.2067,,28.429,,17.3292,,13.5367,,22.0463,,16.4145,,19.8773,,26.7498,,19.4961,,15.7858,,17.7853,,22.0047,,20.4771,,23.7099,,14.2524,,22.3833,,25.0478,,23.8014,,16.187,,24.591,,24.0402,,26.2107,,15.1411,,24.8541,,19.229,,18.9864,,31.034
20,220861,,12.0146,,13.1897,,18.1441,,17.1387,,12.9538,,23.0294,,16.9017,,27.6953,,30.1718,,21.7071,,15.0886,,17.6064,,23.5098,,23.5767,,23.868,,20.13,,18.2594,,21.5845,,22.3658,,14.2821,,20.4163,,22.3546,,23.9964,,15.0247,,28.6831,,21.136,,20.2003,,27.8457
21,230859,,12.08,,14.8269,,22.6331,,18.6584,,14.8742,,21.6078,,14.7212,,19.9999,,19.9484,,30.137,,14.9254,,18.0883,,23.4341,,21.5865,,21.7762,,15.6721,,19.6353,,23.2846,,23.9659,,15.8558,,20.2902,,27.5813,,24.1564,,13.0062,,27.3765,,19.8449,,22.0225,,28.1974
22,240858,,12.1975,,13.323,,24.5463,,19.8811,,13.9502,,20.1662,,18.3138,,17.9808,,17.3723,,26.4065,,14.6114,,16.6114,,21.2085,,21.3108,,29.4101,,16.0715,,19.5252,,22.699,,24.461,,14.3725,,20.7371,,23.8343,,22.0026,,16.4123,,23.5276,,19.8029,,22.0426,,25.9031
23,251757,,13.6392,,13.5102,,28.4418,,19.6004,,12.9198,,23.2686,,17.7619,,19.1067,,26.7328,,22.6001,,13.6497,,17.8245,,19.6147,,17.9348,,20.9969,,17.7643,,24.5158,,22.1834,,21.3917,,16.3665,,22.6341,,24.7849,,24.7675,,18.0236,,23.6176,,18.103,,21.3435,,25.4756
24,269278,,11.7987,,12.862,,24.1649,,16.7665,,14.6855,,24.1077,,20.6703,,22.7956,,21.5498,,18.3763,,13.1347,,22.9944,,26.7642,,22.7819,,15.3643,,17.3539,,18.8538,,20.0163,,20.8431,,15.4507,,24.7612,,32.6328,,24.0781,,15.0069,,23.1287,,17.103,,20.5216,,27.7963
25,279263,,11.7702,,14.5787,,22.8744,,15.1001,,12.9611,,25.0729,,19.5053,,27.4649,,18.2746,,23.1387,,13.0878,,23.222,,23.7216,,25.7423,,19.5799,,14.3595,,17.2969,,20.3209,,19.6437,,14.7684,,22.5249,,26.3276,,22.0791,,15.8693,,21.7203,,18.7271,,19.5781,,28.7452
26,334737,,11.7823,,16.2985,,23.9217,,18.0186,,14.8875,,16.8373,,17.1028,,22.4782,,22.7691,,18.6327,,12.6551,,16.207,,22.4639,,22.0345,,19.662,,16.3236,,17.2274,,20.6792,,20.7681,,14.311,,22.568,,30.6382,,28.3537,,14.4409,,23.2508,,15.8758,,20.9302,,24.5808
27,344732,,13.1039,,14.2107,,19.9674,,17.5953,,12.4706,,20.2481,,14.5702,,24.5214,,16.5875,,26.6798,,12.5941,,20.1899,,23.2179,,19.808,,20.9782,,15.0774,,18.8936,,26.6166,,23.8561,,15.478,,22.3748,,19.1035,,25.0125,,17.8572,,24.9419,,16.1408,,25.1795,,29.4871
28,354728,,11.2208,,13.1404,,20.6282,,20.8175,,14.3349,,25.0583,,16.4405,,25.4655,,20.6434,,17.0908,,12.8301,,20.1312,,22.3601,,22.2699,,23.9163,,15.662,,19.8735,,24.7096,,20.8285,,14.4744,,19.9961,,24.9573,,26.4307,,16.8407,,26.2742,,17.5652,,28.9711,,20.2796
29,364728,,12.9702,,14.3094,,23.3038,,15.806,,12.2642,,19.1771,,15.0567,,21.2919,,24.8239,,18.668,,12.4842,,20.0584,,25.0503,,18.5595,,22.467,,22.7772,,13.2507,,22.652,,23.3038,,13.9985,,22.7808,,21.3787,,27.0059,,14.8294,,22.4633,,18.154,,19.7921,,25.7925
30,374730,,13.279,,14.3983,,19.4092,,14.7552,,13.1958,,18.3738,,15.9399,,16.8414,,27.2071,,24.597,,12.5383,,17.3524,,22.8877,,22.1474,,20.0769,,18.5317,,20.4335,,22.9769,,26.9004,,14.4448,,26.4179,,18.8333,,23.4162,,11.7207,,24.9724,,16.823,,27.6317,,23.0538
31,384728,,13.0636,,13.0803,,29.7304,,14.1042,,12.5024,,18.4408,,17.0112,,27.0171,,19.2695,,22.9135,,12.4986,,17.333,,28.9366,,28.64,,20.9845,,12.4416,,19.1692,,25.6359,,29.3346,,14.8717,,25.9455,,32.1266,,22.6549,,14.9975,,24.0966,,23.3605,,20.5376,,19.3535
32,394742,,13.3435,,13.7404,,21.4527,,15.267,,13.6216,,21.3407,,14.7379,,28.3208,,19.3313,,27.3073,,12.4563,,22.4572,,21.3861,,29.2529,,16.6304,,14.8489,,20.9679,,17.9394,,23.5143,,14.8873,,19.5615,,21.4805,,30.8508,,19.2614,,21.3369,,16.8964,,21.1457,,27.5446
33,404729,,11.4775,,13.6803,,27.2097,,14.0926,,12.7294,,17.5806,,15.6888,,21.855,,23.4777,,25.2419,,11.7852,,16.9009,,21.7826,,26.6159,,19.1322,,18.5181,,21.7486,,21.0885,,17.64,,16.0436,,23.8176,,22.1756,,18.7867,,14.0369,,22.7662,,16.0522,,24.1452,,26.6751
34,414728,,13.2316,,13.4669,,18.9059,,14.526,,11.9967,,20.7497,,16.5878,,26.7332,,23.1219,,21.7403,,12.9325,,17.4114,,21.1613,,20.6646,,16.4183,,12.9039,,19.2669,,23.8739,,24.2212,,17.4319,,26.0165,,22.3027,,21.0488,,14.1393,,19.2355,,15.7751,,21.2138,,23.8298
35,424727,,12.2388,,13.6061,,22.2093,,16.4846,,13.1327,,21.631,,14.3796,,22.9698,,28.5849,,22.095,,11.9855,,20.4174,,20.6046,,22.6149,,13.7733,,17.1981,,18.7594,,25.357,,19.8448,,21.38,,22.1166,,29.1578,,23.5005,,14.8213,,24.1103,,18.8396,,20.2908,,27.6829
36,434728,,14.2002,,15.588,,22.5132,,17.2998,,12.8168,,20.4225,,15.3594,,21.3248,,32.6137,,22.7259,,11.9981,,21.8886,,23.896,,21.2583,,18.7898,,15.9845,,21.2062,,22.43,,19.7793,,16.3308,,20.9841,,33.6181,,26.3271,,14.0036,,26.3335,,18.5479,,22.7869,,28.8064
37,458415,,12.9129,,18.3654,,20.0045,,14.2432,,12.8149,,17.2539,,14.8549,,21.5171,,18.6723,,26.6138,,12.1354,,18.1315,,29.0015,,21.8773,,21.5571,,22.8705,,15.6316,,21.0971,,22.854,,13.4072,,17.8454,,21.4525,,26.3229,,17.6184,,29.5466,,19.1471,,24.9775,,28.2895
38,470431,,12.1365,,14.058,,23.2167,,14.9389,,13.2402,,18.1999,,14.0227,,18.1187,,17.2617,,23.8765,,12.2014,,18.0872,,21.1753,,21.9058,,24.5766,,15.4022,,16.9131,,21.4135,,23.8422,,21.3836,,22.437,,23.7381,,23.9545,,14.0228,,21.2379,,18.0622,,20.7352,,24.266
39,487135,,12.0244,,15.4053,,24.391,,14.6415,,15.4488,,17.2675,,16.8782,,20,,26.0787,,29.0874,,12.8318,,16.8403,,21.5231,,21.3217,,15.702,,15.9845,,22.6858,,17.3231,,22.4709,,22.7684,,19.384,,37.6211,,25.5152,,13.0747,,21.8513,,17.7055,,22.53,,23.9523
40,501752,,12.152,,14.5459,,24.196,,15.3568,,13.5439,,19.5287,,15.0676,,19.6007,,30.7806,,20.9525,,12.17,,16.5938,,24.2828,,21.8477,,18.1944,,20.8823,,18.3965,,26.4145,,20.1991,,18.6105,,23.4607,,17.6759,,26.2016,,17.1428,,28.6013,,19.8035,,20.371,,24.1997
41,511739,,12.3699,,13.1002,,23.73,,14.5716,,14.6167,,19.32,,13.2033,,28.6894,,27.1503,,24.0757,,12.2384,,16.7796,,21.9798,,19.7501,,18.3681,,21.6054,,16.2749,,21.7274,,18.2795,,14.946,,20.1829,,17.5681,,23.8431,,12.3675,,25.0163,,17.7762,,18.1142,,27.6885
42,521739,,12.1581,,14.1769,,25.886,,14.8105,,12.5425,,17.5111,,13.282,,21.6213,,23.3869,,26.9002,,12.0541,,21.8079,,24.2557,,16.5755,,20.541,,15.5078,,17.5924,,19.8965,,12.9165,,14.173,,19.1477,,25.2203,,24.5332,,11.5556,,22.9518,,20.4486,,23.6377,,24.9911
43,531745,,12.0315,,13.7819,,21.2258,,13.9928,,13.0719,,20.0566,,13.8895,,18.7974,,27.145,,19.1035,,12.397,,19.8488,,23.49,,22.2499,,22.3585,,14.2744,,21.9928,,24.6833,,23.5692,,16.1995,,19.7135,,29.2541,,22.9105,,13.8117,,21.9465,,22.7563,,20.5909,,24.3835
44,541738,,11.8754,,13.5365,,26.527,,13.9422,,14.5647,,18.5822,,14.2458,,25.9177,,26.0063,,23.0234,,12.3277,,20.3022,,23.864,,27.1756,,23.7788,,20.7961,,19.8049,,22.837,,19.3463,,15.6956,,21.0489,,24.2733,,25.6944,,14.3713,,24.7286,,19.7582,,20.0345,,23.5794
45,551737,,12.6993,,15.1726,,21.4689,,17.6866,,12.8965,,17.9497,,15.1113,,29.4511,,21.7067,,24.6871,,12.7374,,20.4173,,25.2644,,21.4813,,21.4291,,17.9577,,17.8512,,20.9227,,22.468,,17.7851,,20.8396,,25.2069,,26.1441,,13.0265,,23.6183,,19.8762,,27.4403,,27.515
46,561737,,12.3859,,14.406,,22.2039,,14.8232,,13.0116,,17.0702,,13.7636,,25.0719,,18.4365,,28.572,,12.0519,,19.8873,,24.8284,,22.939,,18.6232,,13.731,,22.945,,22.4586,,19.8776,,15.2665,,16.6321,,19.5659,,23.7103,,13.3853,,22.6148,,17.7101,,23.5241,,33.0607
47,571737,,14.0793,,16.5056,,21.5312,,15.5054,,13.4486,,18.9892,,13.711,,15.0716,,26.4926,,20.1958,,13.1847,,21.5707,,23.4992,,22.0515,,14.1177,,15.7209,,20.3794,,26.3339,,19.9884,,15.4315,,15.807,,20.9194,,25.574,,12.171,,25.1664,,19.3235,,23.5187,,27.4021
48,581738,,12.0045,,12.4955,,22.8722,,14.2473,,13.2496,,20.603,,14.3244,,17.3261,,21.4361,,24.5907,,12.4478,,21.4561,,26.253,,22.3618,,22.5362,,14.9262,,17.8366,,23.2224,,19.9747,,15.5836,,17.0281,,25.7876,,26.5106,,11.7757,,24.2734,,18.7612,,19.9008,,25.1442
49,591738,,12.7183,,12.5538,,23.0326,,15.4446,,14.3101,,18.4158,,15.1301,,25.7409,,18.0856,,21.6164,,12.3406,,18.8372,,24.1685,,22.5543,,17.0837,,16.8764,,15.47,,20.8538,,18.1063,,24.4236,,22.0709,,17.8781,,23.1937,,11.8075,,27.1238,,20.3852,,21.8136,,26.1856
50,601736,,12.7683,,14.6058,,26.2407,,14.4146,,13.433,,19.4448,,16.2511,,14.9253,,22.3114,,21.084,,12.3796,,22.1472,,28.8037,,21.773,,20.9398,,18.6514,,25.5826,,25.5805,,15.707,,15.4753,,20.2508,,24.9396,,21.0305,,11.3575,,28.0066,,19.7505,,19.7319,,24.6015
51,673402,,7.883,,8.547,,9.1305,,8.9743,,8.5824,,12.6651,,10.649,,12.0555,,9.2184,,10.6271,,9.5152,,11.3717,,11.3947,,11.587,,12.3612,,12.0344,,11.4117,,13.862,,9.2315,,15.6251,,10.2849,,8.0229,,10.5326,,10.0649,,9.7766,,10.4459,,9.0575,,11.2462
52,690202,,7.7761,,8.5299,,8.8705,,10.351,,8.4606,,12.4211,,10.9049,,11.6872,,8.9375,,10.1349,,9.6253,,11.857,,12.7021,,11.1381,,17.8104,,13.26,,11.099,,13.578,,9.5375,,15.4851,,10.0804,,8.2772,,9.3633,,10.0547,,10.0514,,9.7276,,9.0203,,11.3204
53,700187,,7.783,,8.5304,,8.8288,,11.9064,,8.3004,,12.59,,10.8501,,10.8287,,9.4596,,10.8591,,9.8376,,10.4222,,16.0262,,11.3966,,14.0359,,13.1781,,13.4408,,11.9871,,9.488,,15.2751,,10.7949,,8.2081,,9.2852,,10.1063,,10.0602,,10.0931,,9.0253,,11.0092
54,724293,,7.5815,,8.8415,,8.7522,,11.2332,,8.9063,,12.1698,,10.4194,,9.8992,,9.7454,,10.7455,,9.829,,11.1708,,13.3752,,10.5686,,12.3073,,13.8929,,13.5356,,15.0843,,9.771,,14.6132,,10.5648,,8.2754,,9.2572,,9.9617,,9.7936,,10.0717,,8.94,,10.8962
55,734312,,7.7893,,8.78,,8.6883,,11.1925,,8.998,,12.5014,,10.966,,10.6622,,9.6039,,10.3804,,9.7899,,11.4856,,14.2562,,10.7913,,12.6357,,13.8298,,11.8781,,12.495,,9.454,,15.2901,,10.3924,,7.8355,,9.2874,,10.0426,,9.7091,,9.5437,,9.101,,11.0135
56,744579,,7.7418,,8.6792,,8.8781,,10.5582,,9.0811,,12.2874,,11.0796,,12.99,,9.3663,,10.2508,,9.7698,,11.5302,,17.3758,,10.3153,,15.2053,,11.5091,,11.5666,,12.9173,,9.6239,,16.5232,,10.18,,8.3587,,8.9518,,10.0999,,9.83,,9.696,,9.1538,,11.2305
